subject,pool,trial,story,verb,wh,report,response
108.53.051.141,rutgers,F-A F-K,prom,know,where,fc,0
165.030.004.105,rutgers,F-A F-K,prom,know,where,fc,0
165.030.004.90,rutgers,F-A F-K,prom,know,where,fc,0
70.190.71.170,rutgers,F-A F-K,prom,know,where,fc,0
165.030.004.000,rutgers,F-A F-K,prom,know,where,fc,1
70.80.109.003,rutgers,F-A F-K,prom,know,where,fc,0
190.150.043.015,rutgers,F-A F-K,prom,know,where,fc,0
67.86.050.170,rutgers,F-A F-K,prom,know,where,fc,0
67.86.050.170,rutgers,F-A F-K,prom,know,where,fc,0
165.030.005.006,rutgers,F-A F-K,prom,know,where,fc,0
04.186.119.108,rutgers,F-A F-K,prom,know,where,fc,1
71.170.41.196,rutgers,F-A F-K,prom,know,where,fc,0
69.106.040.158,rutgers,F-A F-K,prom,know,where,fc,0
165.030.004.036,rutgers,F-A F-K,prom,know,where,fc,0
69.141.140.013,rutgers,F-A F-K,prom,know,where,fc,0
165.030.004.57,rutgers,F-A F-K,prom,know,where,fc,0
165.030.004.66,rutgers,F-A F-K,prom,know,where,fc,0
98.001.64.175,rutgers,F-A F-K,prom,know,where,fc,0
165.030.005.99,rutgers,F-A F-K,prom,know,where,fc,0
173.0.107.89,rutgers,F-A F-K,prom,know,where,fc,0
68.181.206.25,online,F-A F-K,prom,know,where,fc,0
166.170.28.46,online,F-A F-K,prom,know,where,fc,0
65.112.10.174,online,F-A F-K,prom,know,where,fc,0
150.108.216.96,online,F-A F-K,prom,know,where,fc,0
24.185.2.85,online,F-A F-K,prom,know,where,fc,0
71.126.138.173,online,F-A F-K,prom,know,where,fc,0
71.66.228.164,online,F-A F-K,prom,know,where,fc,0
50.153.246.193,online,F-A F-K,prom,know,where,fc,1
47.20.0.183,online,F-A F-K,prom,know,where,fc,0
77.101.65.83,online,F-A F-K,prom,know,where,fc,0
173.63.44.8,online,F-A F-K,prom,know,where,fc,0
172.58.137.226,online,F-A F-K,prom,know,where,fc,0
73.72.139.14,online,F-A F-K,prom,know,where,fc,0
73.134.84.161,online,F-A F-K,prom,know,where,fc,0
165.230.224.64,online,F-A F-K,prom,know,where,fc,0
76.167.240.24,online,F-A F-K,prom,know,where,fc,0
98.25.196.90,online,F-A F-K,prom,know,where,fc,1
108.237.150.35,online,F-A F-K,prom,know,where,fc,0
172.56.16.204,online,F-A F-K,prom,know,where,fc,0
164.67.237.91,online,F-A F-K,prom,know,where,fc,0
173.79.59.181,online,F-A F-K,prom,know,where,fc,0
73.242.55.235,online,F-A F-K,prom,know,where,fc,0
147.222.216.116,online,F-A F-K,prom,know,where,fc,0
12.167.141.60,online,F-A F-K,prom,know,where,fc,0
136.160.90.3,online,F-A F-K,prom,know,where,fc,1
67.84.43.204,online,F-A F-K,prom,know,where,fc,0
50.32.254.161,online,F-A F-K,prom,know,where,fc,0
167.219.88.140,online,F-A F-K,prom,know,where,fc,0
68.170.94.47,online,F-A F-K,prom,know,where,fc,0
162.239.1.6,online,F-A F-K,prom,know,where,fc,0
73.182.225.53,online,F-A F-K,prom,know,where,fc,0
192.231.177.29,online,F-A F-K,prom,know,where,fc,0
73.200.22.97,online,F-A F-K,prom,know,where,fc,0
108.53.051.141,rutgers,FB-where,binders,know,where,t+f,0
108.53.051.141,rutgers,FB-where,groceries,know,where,t+f,1
165.030.004.105,rutgers,FB-where,binders,know,where,t+f,1
165.030.004.105,rutgers,FB-where,groceries,know,where,t+f,0
165.030.004.90,rutgers,FB-where,binders,know,where,t+f,0
165.030.004.90,rutgers,FB-where,groceries,know,where,t+f,0
70.190.71.170,rutgers,FB-where,binders,know,where,t+f,1
70.190.71.170,rutgers,FB-where,groceries,know,where,t+f,0
165.030.004.000,rutgers,FB-where,binders,know,where,t+f,1
165.030.004.000,rutgers,FB-where,groceries,know,where,t+f,1
70.80.109.003,rutgers,FB-where,binders,know,where,t+f,1
70.80.109.003,rutgers,FB-where,groceries,know,where,t+f,0
190.150.043.015,rutgers,FB-where,binders,know,where,t+f,0
190.150.043.015,rutgers,FB-where,groceries,know,where,t+f,0
67.86.050.170,rutgers,FB-where,binders,know,where,t+f,1
67.86.050.170,rutgers,FB-where,groceries,know,where,t+f,1
67.86.050.170,rutgers,FB-where,binders,know,where,t+f,0
67.86.050.170,rutgers,FB-where,groceries,know,where,t+f,1
165.030.005.006,rutgers,FB-where,binders,know,where,t+f,0
165.030.005.006,rutgers,FB-where,groceries,know,where,t+f,0
04.186.119.108,rutgers,FB-where,binders,know,where,t+f,0
04.186.119.108,rutgers,FB-where,groceries,know,where,t+f,0
71.170.41.196,rutgers,FB-where,binders,know,where,t+f,0
71.170.41.196,rutgers,FB-where,groceries,know,where,t+f,0
69.106.040.158,rutgers,FB-where,binders,know,where,t+f,1
69.106.040.158,rutgers,FB-where,groceries,know,where,t+f,1
165.030.004.036,rutgers,FB-where,binders,know,where,t+f,0
165.030.004.036,rutgers,FB-where,groceries,know,where,t+f,0
69.141.140.013,rutgers,FB-where,binders,know,where,t+f,0
69.141.140.013,rutgers,FB-where,groceries,know,where,t+f,1
165.030.004.57,rutgers,FB-where,binders,know,where,t+f,0
165.030.004.57,rutgers,FB-where,groceries,know,where,t+f,0
165.030.004.66,rutgers,FB-where,binders,know,where,t+f,0
165.030.004.66,rutgers,FB-where,groceries,know,where,t+f,0
98.001.64.175,rutgers,FB-where,binders,know,where,t+f,0
98.001.64.175,rutgers,FB-where,groceries,know,where,t+f,0
165.030.005.99,rutgers,FB-where,binders,know,where,t+f,0
165.030.005.99,rutgers,FB-where,groceries,know,where,t+f,1
173.0.107.89,rutgers,FB-where,binders,know,where,t+f,0
173.0.107.89,rutgers,FB-where,groceries,know,where,t+f,0
68.181.206.25,online,FB-where,binders,know,where,t+f,0
68.181.206.25,online,FB-where,groceries,know,where,t+f,0
166.170.28.46,online,FB-where,binders,know,where,t+f,0
166.170.28.46,online,FB-where,groceries,know,where,t+f,0
65.112.10.174,online,FB-where,binders,know,where,t+f,0
65.112.10.174,online,FB-where,groceries,know,where,t+f,0
150.108.216.96,online,FB-where,binders,know,where,t+f,0
150.108.216.96,online,FB-where,groceries,know,where,t+f,1
24.185.2.85,online,FB-where,binders,know,where,t+f,0
24.185.2.85,online,FB-where,groceries,know,where,t+f,1
71.126.138.173,online,FB-where,binders,know,where,t+f,1
71.126.138.173,online,FB-where,groceries,know,where,t+f,1
71.66.228.164,online,FB-where,binders,know,where,t+f,0
71.66.228.164,online,FB-where,groceries,know,where,t+f,0
50.153.246.193,online,FB-where,binders,know,where,t+f,0
50.153.246.193,online,FB-where,groceries,know,where,t+f,1
47.20.0.183,online,FB-where,binders,know,where,t+f,0
47.20.0.183,online,FB-where,groceries,know,where,t+f,1
77.101.65.83,online,FB-where,binders,know,where,t+f,0
77.101.65.83,online,FB-where,groceries,know,where,t+f,0
173.63.44.8,online,FB-where,binders,know,where,t+f,0
173.63.44.8,online,FB-where,groceries,know,where,t+f,0
172.58.137.226,online,FB-where,binders,know,where,t+f,0
172.58.137.226,online,FB-where,groceries,know,where,t+f,1
73.72.139.14,online,FB-where,binders,know,where,t+f,0
73.72.139.14,online,FB-where,groceries,know,where,t+f,0
73.134.84.161,online,FB-where,binders,know,where,t+f,0
73.134.84.161,online,FB-where,groceries,know,where,t+f,0
165.230.224.64,online,FB-where,binders,know,where,t+f,0
165.230.224.64,online,FB-where,groceries,know,where,t+f,0
76.167.240.24,online,FB-where,binders,know,where,t+f,0
76.167.240.24,online,FB-where,groceries,know,where,t+f,0
98.25.196.90,online,FB-where,binders,know,where,t+f,1
98.25.196.90,online,FB-where,groceries,know,where,t+f,1
108.237.150.35,online,FB-where,binders,know,where,t+f,0
108.237.150.35,online,FB-where,groceries,know,where,t+f,0
172.56.16.204,online,FB-where,binders,know,where,t+f,1
172.56.16.204,online,FB-where,groceries,know,where,t+f,1
164.67.237.91,online,FB-where,binders,know,where,t+f,0
164.67.237.91,online,FB-where,groceries,know,where,t+f,0
173.79.59.181,online,FB-where,binders,know,where,t+f,0
173.79.59.181,online,FB-where,groceries,know,where,t+f,0
73.242.55.235,online,FB-where,binders,know,where,t+f,0
73.242.55.235,online,FB-where,groceries,know,where,t+f,0
147.222.216.116,online,FB-where,binders,know,where,t+f,0
147.222.216.116,online,FB-where,groceries,know,where,t+f,0
12.167.141.60,online,FB-where,binders,know,where,t+f,1
12.167.141.60,online,FB-where,groceries,know,where,t+f,1
136.160.90.3,online,FB-where,binders,know,where,t+f,1
136.160.90.3,online,FB-where,groceries,know,where,t+f,1
67.84.43.204,online,FB-where,binders,know,where,t+f,0
67.84.43.204,online,FB-where,groceries,know,where,t+f,1
50.32.254.161,online,FB-where,binders,know,where,t+f,0
50.32.254.161,online,FB-where,groceries,know,where,t+f,1
167.219.88.140,online,FB-where,binders,know,where,t+f,1
167.219.88.140,online,FB-where,groceries,know,where,t+f,1
68.170.94.47,online,FB-where,binders,know,where,t+f,0
68.170.94.47,online,FB-where,groceries,know,where,t+f,0
162.239.1.6,online,FB-where,binders,know,where,t+f,0
162.239.1.6,online,FB-where,groceries,know,where,t+f,0
73.182.225.53,online,FB-where,binders,know,where,t+f,0
73.182.225.53,online,FB-where,groceries,know,where,t+f,1
192.231.177.29,online,FB-where,binders,know,where,t+f,0
192.231.177.29,online,FB-where,groceries,know,where,t+f,0
73.200.22.97,online,FB-where,binders,know,where,t+f,0
73.200.22.97,online,FB-where,groceries,know,where,t+f,0
108.53.051.141,rutgers,FB-who,dance,know,who,t+f,0
108.53.051.141,rutgers,FB-who,lice,know,where,t+f,0
165.030.004.105,rutgers,FB-who,dance,know,who,t+f,0
165.030.004.105,rutgers,FB-who,lice,know,where,t+f,0
165.030.004.90,rutgers,FB-who,dance,know,who,t+f,0
165.030.004.90,rutgers,FB-who,lice,know,where,t+f,0
70.190.71.170,rutgers,FB-who,dance,know,who,t+f,1
70.190.71.170,rutgers,FB-who,lice,know,where,t+f,0
165.030.004.000,rutgers,FB-who,dance,know,who,t+f,1
165.030.004.000,rutgers,FB-who,lice,know,where,t+f,0
70.80.109.003,rutgers,FB-who,dance,know,who,t+f,0
70.80.109.003,rutgers,FB-who,lice,know,where,t+f,0
190.150.043.015,rutgers,FB-who,dance,know,who,t+f,0
190.150.043.015,rutgers,FB-who,lice,know,where,t+f,0
67.86.050.170,rutgers,FB-who,dance,know,who,t+f,1
67.86.050.170,rutgers,FB-who,lice,know,where,t+f,1
67.86.050.170,rutgers,FB-who,dance,know,who,t+f,0
67.86.050.170,rutgers,FB-who,lice,know,where,t+f,0
165.030.005.006,rutgers,FB-who,dance,know,who,t+f,0
165.030.005.006,rutgers,FB-who,lice,know,where,t+f,0
04.186.119.108,rutgers,FB-who,dance,know,who,t+f,0
04.186.119.108,rutgers,FB-who,lice,know,where,t+f,0
71.170.41.196,rutgers,FB-who,dance,know,who,t+f,0
71.170.41.196,rutgers,FB-who,lice,know,where,t+f,0
69.106.040.158,rutgers,FB-who,dance,know,who,t+f,0
69.106.040.158,rutgers,FB-who,lice,know,where,t+f,1
165.030.004.036,rutgers,FB-who,dance,know,who,t+f,0
165.030.004.036,rutgers,FB-who,lice,know,where,t+f,0
69.141.140.013,rutgers,FB-who,dance,know,who,t+f,0
69.141.140.013,rutgers,FB-who,lice,know,where,t+f,0
165.030.004.57,rutgers,FB-who,dance,know,who,t+f,0
165.030.004.57,rutgers,FB-who,lice,know,where,t+f,1
165.030.004.66,rutgers,FB-who,dance,know,who,t+f,0
165.030.004.66,rutgers,FB-who,lice,know,where,t+f,0
98.001.64.175,rutgers,FB-who,dance,know,who,t+f,0
98.001.64.175,rutgers,FB-who,lice,know,where,t+f,1
165.030.005.99,rutgers,FB-who,dance,know,who,t+f,0
165.030.005.99,rutgers,FB-who,lice,know,where,t+f,1
173.0.107.89,rutgers,FB-who,dance,know,who,t+f,0
173.0.107.89,rutgers,FB-who,lice,know,where,t+f,0
68.181.206.25,online,FB-who,dance,know,who,t+f,0
68.181.206.25,online,FB-who,lice,know,where,t+f,0
166.170.28.46,online,FB-who,dance,know,who,t+f,0
166.170.28.46,online,FB-who,lice,know,where,t+f,0
65.112.10.174,online,FB-who,dance,know,who,t+f,0
65.112.10.174,online,FB-who,lice,know,where,t+f,0
150.108.216.96,online,FB-who,dance,know,who,t+f,0
150.108.216.96,online,FB-who,lice,know,where,t+f,0
24.185.2.85,online,FB-who,dance,know,who,t+f,0
24.185.2.85,online,FB-who,lice,know,where,t+f,0
71.126.138.173,online,FB-who,dance,know,who,t+f,0
71.126.138.173,online,FB-who,lice,know,where,t+f,0
71.66.228.164,online,FB-who,dance,know,who,t+f,0
71.66.228.164,online,FB-who,lice,know,where,t+f,0
50.153.246.193,online,FB-who,dance,know,who,t+f,0
50.153.246.193,online,FB-who,lice,know,where,t+f,0
47.20.0.183,online,FB-who,dance,know,who,t+f,0
47.20.0.183,online,FB-who,lice,know,where,t+f,0
77.101.65.83,online,FB-who,dance,know,who,t+f,0
77.101.65.83,online,FB-who,lice,know,where,t+f,0
173.63.44.8,online,FB-who,dance,know,who,t+f,0
173.63.44.8,online,FB-who,lice,know,where,t+f,0
172.58.137.226,online,FB-who,dance,know,who,t+f,1
172.58.137.226,online,FB-who,lice,know,where,t+f,0
73.72.139.14,online,FB-who,dance,know,who,t+f,0
73.72.139.14,online,FB-who,lice,know,where,t+f,0
73.134.84.161,online,FB-who,dance,know,who,t+f,0
73.134.84.161,online,FB-who,lice,know,where,t+f,0
165.230.224.64,online,FB-who,dance,know,who,t+f,0
165.230.224.64,online,FB-who,lice,know,where,t+f,0
76.167.240.24,online,FB-who,dance,know,who,t+f,0
76.167.240.24,online,FB-who,lice,know,where,t+f,0
98.25.196.90,online,FB-who,dance,know,who,t+f,1
98.25.196.90,online,FB-who,lice,know,where,t+f,1
108.237.150.35,online,FB-who,dance,know,who,t+f,0
108.237.150.35,online,FB-who,lice,know,where,t+f,0
172.56.16.204,online,FB-who,dance,know,who,t+f,0
172.56.16.204,online,FB-who,lice,know,where,t+f,0
164.67.237.91,online,FB-who,dance,know,who,t+f,0
164.67.237.91,online,FB-who,lice,know,where,t+f,0
173.79.59.181,online,FB-who,dance,know,who,t+f,0
173.79.59.181,online,FB-who,lice,know,where,t+f,1
73.242.55.235,online,FB-who,dance,know,who,t+f,0
73.242.55.235,online,FB-who,lice,know,where,t+f,0
147.222.216.116,online,FB-who,dance,know,who,t+f,0
147.222.216.116,online,FB-who,lice,know,where,t+f,1
12.167.141.60,online,FB-who,dance,know,who,t+f,0
12.167.141.60,online,FB-who,lice,know,where,t+f,1
136.160.90.3,online,FB-who,dance,know,who,t+f,1
136.160.90.3,online,FB-who,lice,know,where,t+f,1
67.84.43.204,online,FB-who,dance,know,who,t+f,0
67.84.43.204,online,FB-who,lice,know,where,t+f,0
50.32.254.161,online,FB-who,dance,know,who,t+f,0
50.32.254.161,online,FB-who,lice,know,where,t+f,1
167.219.88.140,online,FB-who,dance,know,who,t+f,1
167.219.88.140,online,FB-who,lice,know,where,t+f,1
68.170.94.47,online,FB-who,dance,know,who,t+f,0
68.170.94.47,online,FB-who,lice,know,where,t+f,0
162.239.1.6,online,FB-who,dance,know,who,t+f,0
162.239.1.6,online,FB-who,lice,know,where,t+f,1
73.182.225.53,online,FB-who,dance,know,who,t+f,0
73.182.225.53,online,FB-who,lice,know,where,t+f,0
192.231.177.29,online,FB-who,dance,know,who,t+f,0
192.231.177.29,online,FB-who,lice,know,where,t+f,0
73.200.22.97,online,FB-who,dance,know,who,t+f,0
73.200.22.97,online,FB-who,lice,know,where,t+f,0
108.53.051.141,rutgers,Filler-FB,tv,predict,who,t+f,0
108.53.051.141,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,0
108.53.051.141,rutgers,FILLER-FB,party,surprise,who,t+f,1
108.53.051.141,rutgers,FILLER-FB,kittens,certain,who,t+f,0
108.53.051.141,rutgers,Filler-FB,election,agree on,who,t+f,1
108.53.051.141,rutgers,Filler-FB,travel,forgot,who,t+f,1
108.53.051.141,rutgers,FILLER-FB,book,wonder,who,t+f,1
165.030.004.105,rutgers,Filler-FB,tv,predict,who,t+f,1
165.030.004.105,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
165.030.004.105,rutgers,FILLER-FB,party,surprise,who,t+f,1
165.030.004.105,rutgers,FILLER-FB,kittens,certain,who,t+f,0
165.030.004.105,rutgers,Filler-FB,election,agree on,who,t+f,1
165.030.004.105,rutgers,Filler-FB,travel,forgot,who,t+f,0
165.030.004.105,rutgers,FILLER-FB,book,wonder,who,t+f,1
165.030.004.90,rutgers,Filler-FB,tv,predict,who,t+f,0
165.030.004.90,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,0
165.030.004.90,rutgers,FILLER-FB,party,surprise,who,t+f,0
165.030.004.90,rutgers,FILLER-FB,kittens,certain,who,t+f,1
165.030.004.90,rutgers,Filler-FB,election,agree on,who,t+f,1
165.030.004.90,rutgers,Filler-FB,travel,forgot,who,t+f,0
165.030.004.90,rutgers,FILLER-FB,book,wonder,who,t+f,1
70.190.71.170,rutgers,Filler-FB,tv,predict,who,t+f,0
70.190.71.170,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
70.190.71.170,rutgers,FILLER-FB,party,surprise,who,t+f,0
70.190.71.170,rutgers,FILLER-FB,kittens,certain,who,t+f,1
70.190.71.170,rutgers,Filler-FB,election,agree on,who,t+f,0
70.190.71.170,rutgers,Filler-FB,travel,forgot,who,t+f,0
70.190.71.170,rutgers,FILLER-FB,book,wonder,who,t+f,1
165.030.004.000,rutgers,Filler-FB,tv,predict,who,t+f,1
165.030.004.000,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
165.030.004.000,rutgers,FILLER-FB,party,surprise,who,t+f,0
165.030.004.000,rutgers,FILLER-FB,kittens,certain,who,t+f,1
165.030.004.000,rutgers,Filler-FB,election,agree on,who,t+f,0
165.030.004.000,rutgers,Filler-FB,travel,forgot,who,t+f,0
165.030.004.000,rutgers,FILLER-FB,book,wonder,who,t+f,1
70.80.109.003,rutgers,Filler-FB,tv,predict,who,t+f,1
70.80.109.003,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
70.80.109.003,rutgers,FILLER-FB,party,surprise,who,t+f,0
70.80.109.003,rutgers,FILLER-FB,kittens,certain,who,t+f,1
70.80.109.003,rutgers,Filler-FB,election,agree on,who,t+f,1
70.80.109.003,rutgers,Filler-FB,travel,forgot,who,t+f,0
70.80.109.003,rutgers,FILLER-FB,book,wonder,who,t+f,1
190.150.043.015,rutgers,Filler-FB,tv,predict,who,t+f,1
190.150.043.015,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
190.150.043.015,rutgers,FILLER-FB,party,surprise,who,t+f,1
190.150.043.015,rutgers,FILLER-FB,kittens,certain,who,t+f,1
190.150.043.015,rutgers,Filler-FB,election,agree on,who,t+f,1
190.150.043.015,rutgers,Filler-FB,travel,forgot,who,t+f,0
190.150.043.015,rutgers,FILLER-FB,book,wonder,who,t+f,1
67.86.050.170,rutgers,Filler-FB,tv,predict,who,t+f,0
67.86.050.170,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
67.86.050.170,rutgers,FILLER-FB,party,surprise,who,t+f,1
67.86.050.170,rutgers,FILLER-FB,kittens,certain,who,t+f,0
67.86.050.170,rutgers,Filler-FB,election,agree on,who,t+f,1
67.86.050.170,rutgers,Filler-FB,travel,forgot,who,t+f,1
67.86.050.170,rutgers,FILLER-FB,book,wonder,who,t+f,0
67.86.050.170,rutgers,Filler-FB,tv,predict,who,t+f,1
67.86.050.170,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
67.86.050.170,rutgers,FILLER-FB,party,surprise,who,t+f,1
67.86.050.170,rutgers,FILLER-FB,kittens,certain,who,t+f,0
67.86.050.170,rutgers,Filler-FB,election,agree on,who,t+f,1
67.86.050.170,rutgers,Filler-FB,travel,forgot,who,t+f,1
67.86.050.170,rutgers,FILLER-FB,book,wonder,who,t+f,1
165.030.005.006,rutgers,Filler-FB,tv,predict,who,t+f,1
165.030.005.006,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
165.030.005.006,rutgers,FILLER-FB,party,surprise,who,t+f,1
165.030.005.006,rutgers,FILLER-FB,kittens,certain,who,t+f,0
165.030.005.006,rutgers,Filler-FB,election,agree on,who,t+f,1
165.030.005.006,rutgers,Filler-FB,travel,forgot,who,t+f,1
165.030.005.006,rutgers,FILLER-FB,book,wonder,who,t+f,1
04.186.119.108,rutgers,Filler-FB,tv,predict,who,t+f,1
04.186.119.108,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
04.186.119.108,rutgers,FILLER-FB,party,surprise,who,t+f,1
04.186.119.108,rutgers,FILLER-FB,kittens,certain,who,t+f,1
04.186.119.108,rutgers,Filler-FB,election,agree on,who,t+f,1
04.186.119.108,rutgers,Filler-FB,travel,forgot,who,t+f,1
04.186.119.108,rutgers,FILLER-FB,book,wonder,who,t+f,1
71.170.41.196,rutgers,Filler-FB,tv,predict,who,t+f,1
71.170.41.196,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
71.170.41.196,rutgers,FILLER-FB,party,surprise,who,t+f,1
71.170.41.196,rutgers,FILLER-FB,kittens,certain,who,t+f,0
71.170.41.196,rutgers,Filler-FB,election,agree on,who,t+f,1
71.170.41.196,rutgers,Filler-FB,travel,forgot,who,t+f,1
71.170.41.196,rutgers,FILLER-FB,book,wonder,who,t+f,1
69.106.040.158,rutgers,Filler-FB,tv,predict,who,t+f,1
69.106.040.158,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,1
69.106.040.158,rutgers,FILLER-FB,party,surprise,who,t+f,1
69.106.040.158,rutgers,FILLER-FB,kittens,certain,who,t+f,0
69.106.040.158,rutgers,Filler-FB,election,agree on,who,t+f,0
69.106.040.158,rutgers,Filler-FB,travel,forgot,who,t+f,1
69.106.040.158,rutgers,FILLER-FB,book,wonder,who,t+f,1
165.030.004.036,rutgers,Filler-FB,tv,predict,who,t+f,0
165.030.004.036,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,0
165.030.004.036,rutgers,FILLER-FB,party,surprise,who,t+f,0
165.030.004.036,rutgers,FILLER-FB,kittens,certain,who,t+f,0
165.030.004.036,rutgers,Filler-FB,election,agree on,who,t+f,0
165.030.004.036,rutgers,Filler-FB,travel,forgot,who,t+f,1
165.030.004.036,rutgers,FILLER-FB,book,wonder,who,t+f,0
69.141.140.013,rutgers,Filler-FB,tv,predict,who,t+f,1
69.141.140.013,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,0
69.141.140.013,rutgers,FILLER-FB,party,surprise,who,t+f,1
69.141.140.013,rutgers,FILLER-FB,kittens,certain,who,t+f,0
69.141.140.013,rutgers,Filler-FB,election,agree on,who,t+f,1
69.141.140.013,rutgers,Filler-FB,travel,forgot,who,t+f,0
69.141.140.013,rutgers,FILLER-FB,book,wonder,who,t+f,1
165.030.004.57,rutgers,Filler-FB,tv,predict,who,t+f,1
165.030.004.57,rutgers,Filler-FB,dogpark,tell,which dogs,t+f,0
165.030.004.57,rutgers,FILLER-FB,party,surprise,who,t+f,1
